city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_61,0.913,nan,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,154,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,>4,22,No
city_160,0.92,Female,Has relevent experience,no_enrollment,Primary School,nan,10,50-99,Early Stage Startup,1,33,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,41,No
city_16,0.91,Male,No relevent experience,no_enrollment,Phd,Other,>20,nan,Public Sector,2,10,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,85,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,108,No
city_114,0.926,Female,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Funded Startup,2,214,No
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,18,nan,nan,>4,31,No
city_142,0.727,Male,No relevent experience,Part time course,Masters,STEM,5,500-999,Public Sector,1,17,No
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,52,Yes
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,6,No
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,22,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,10000+,Pvt Ltd,never,82,No
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,nan,nan,1,26,No
city_65,0.802,nan,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,156,No
city_128,0.527,nan,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,1,40,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,48,No
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,nan,Public Sector,1,53,No
city_160,0.92,nan,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,>4,19,No
city_90,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,51,No
city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,15,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,12,Yes
city_160,0.92,Male,No relevent experience,no_enrollment,High School,nan,5,nan,Pvt Ltd,never,85,No
city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,146,No
city_100,0.887,nan,No relevent experience,no_enrollment,High School,nan,1,nan,nan,never,45,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,56,Yes
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,56,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,100,No
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,25,Yes
city_159,0.843,nan,No relevent experience,Full time course,Graduate,STEM,7,nan,Public Sector,nan,28,Yes
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,>4,16,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Funded Startup,3,5,No
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,28,No
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,Business Degree,11,100-500,Pvt Ltd,>4,44,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,10,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,39,Yes
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,98,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,>4,154,No
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,4,46,No
city_103,0.92,Male,No relevent experience,no_enrollment,nan,nan,4,nan,nan,never,154,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,32,No
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,2,10000+,Public Sector,2,92,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,152,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,60,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,90,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,3,7,Yes
city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,nan,3,35,No
city_100,0.887,nan,No relevent experience,no_enrollment,High School,nan,3,nan,nan,never,94,No
city_89,0.925,nan,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,1,151,No
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,6,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,4,17,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,nan,1,21,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,2,No
city_91,0.691,Male,No relevent experience,Full time course,High School,nan,2,nan,nan,1,2,Yes
city_158,0.7659999999999999,Male,No relevent experience,no_enrollment,High School,nan,1,nan,nan,never,83,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,nan,nan,1,31,No
city_165,0.903,Male,No relevent experience,Full time course,Graduate,STEM,13,nan,nan,1,69,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,500-999,Pvt Ltd,1,78,Yes
city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,62,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,>4,124,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,67,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,2,19,No
city_10,0.895,Male,Has relevent experience,Full time course,High School,nan,7,nan,nan,1,36,No
city_76,0.698,Male,No relevent experience,nan,nan,nan,<1,nan,nan,never,41,No
city_28,0.939,Other,No relevent experience,Full time course,High School,nan,3,100-500,Pvt Ltd,3,17,No
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,10,50-99,Funded Startup,1,260,No
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,13,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,10,No
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,326,No
city_103,0.92,Male,No relevent experience,no_enrollment,nan,nan,<1,nan,nan,never,79,No
city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,6,nan,nan,1,210,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,8,nan,nan,never,27,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,2,21,No
city_101,0.5579999999999999,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,266,Yes
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,16,100-500,Pvt Ltd,1,105,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,1,68,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,No Major,10,100-500,Funded Startup,1,22,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,27,Yes
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Funded Startup,1,152,No
city_160,0.92,nan,No relevent experience,no_enrollment,High School,nan,2,10000+,Pvt Ltd,1,153,No
city_98,0.949,Male,No relevent experience,no_enrollment,High School,nan,7,100-500,Pvt Ltd,>4,288,No
city_128,0.527,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,16,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Funded Startup,1,47,Yes
city_73,0.754,Male,No relevent experience,no_enrollment,Graduate,STEM,13,nan,nan,1,18,Yes
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,55,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,14,No
city_103,0.92,Male,No relevent experience,Full time course,High School,nan,2,nan,nan,1,25,Yes
city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,nan,nan,3,72,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,NGO,3,45,No
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,2,44,Yes
city_114,0.926,Male,No relevent experience,no_enrollment,nan,nan,2,nan,nan,never,17,No
city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,Arts,9,<10,Public Sector,3,28,No
city_64,0.6659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,18,No
city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,20,No
city_159,0.843,nan,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Public Sector,1,4,No
city_21,0.624,nan,Has relevent experience,no_enrollment,nan,nan,5,nan,nan,4,50,Yes
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,68,No
city_21,0.624,nan,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,1,26,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,nan,1,288,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,16,nan,nan,>4,28,No
city_67,0.855,Male,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,nan,65,No
city_114,0.926,Male,Has relevent experience,Full time course,High School,nan,2,50-99,Pvt Ltd,1,148,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12,Yes
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,106,No
city_21,0.624,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,4,20,No
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,306,No
city_173,0.878,nan,Has relevent experience,no_enrollment,High School,nan,<1,100-500,Pvt Ltd,1,29,No
city_16,0.91,nan,No relevent experience,no_enrollment,High School,nan,6,5000-9999,nan,1,7,No
city_16,0.91,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,nan,nan,42,No
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,1,86,Yes
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Other,5,100-500,Funded Startup,1,100,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,nan,Pvt Ltd,>4,7,No
city_123,0.738,nan,Has relevent experience,nan,Graduate,STEM,6,100-500,nan,3,134,No
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,29,No
city_136,0.897,nan,Has relevent experience,Part time course,Masters,STEM,4,<10,Funded Startup,1,105,No
city_21,0.624,Male,No relevent experience,no_enrollment,High School,nan,2,nan,Pvt Ltd,never,306,No
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,9,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,124,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,167,No
city_67,0.855,Male,Has relevent experience,Full time course,High School,nan,4,100-500,nan,never,2,No
city_73,0.754,Male,No relevent experience,Part time course,High School,nan,4,10000+,nan,1,328,No
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,96,No
city_128,0.527,Male,No relevent experience,Full time course,High School,nan,4,nan,nan,1,14,Yes
city_21,0.624,nan,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,150,No
city_50,0.8959999999999999,nan,No relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,nan,100,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,never,106,No
city_165,0.903,nan,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,3,4,No
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,nan,1,78,No
city_159,0.843,Male,Has relevent experience,no_enrollment,High School,nan,3,<10,Pvt Ltd,1,15,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,nan,nan,1,46,No
city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,No Major,10,<10,Pvt Ltd,1,105,No
city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,NGO,1,10,Yes
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,nan,<1,500-999,Pvt Ltd,4,45,No
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,No
city_7,0.647,Male,Has relevent experience,Full time course,Masters,STEM,4,nan,nan,1,13,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,18,Yes
city_118,0.722,nan,No relevent experience,no_enrollment,High School,nan,2,nan,nan,nan,30,No
city_173,0.878,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,22,No
city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,16,1000-4999,Pvt Ltd,1,19,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,25,No
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,78,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Funded Startup,1,65,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,1,60,No
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,500-999,Pvt Ltd,1,46,No
city_142,0.727,nan,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,254,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,9,Yes
city_160,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,3,nan,nan,never,149,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,4,nan,Pvt Ltd,never,58,No
city_16,0.91,nan,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,29,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,12,No
city_67,0.855,Female,No relevent experience,Full time course,Masters,STEM,10,nan,NGO,3,98,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,32,No
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,7,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,80,No
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,nan,1,24,No
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,50,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,NGO,1,15,Yes
city_103,0.92,Male,Has relevent experience,Part time course,High School,nan,5,10/49,nan,1,122,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,nan,nan,1,28,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,30,Yes
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,31,No
city_114,0.926,nan,No relevent experience,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1,40,No
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,never,47,Yes
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,16,<10,Pvt Ltd,never,132,No
city_21,0.624,Female,No relevent experience,Full time course,Masters,STEM,2,nan,nan,1,104,Yes
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,3,10/49,Pvt Ltd,>4,17,No
city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,2,nan,nan,never,61,No
city_94,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Public Sector,never,55,No
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,nan,16,<10,Pvt Ltd,4,56,No
city_46,0.762,Male,Has relevent experience,Part time course,Graduate,STEM,20,nan,nan,>4,46,Yes
city_138,0.836,nan,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,50,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,184,Yes
city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,134,No
city_136,0.897,nan,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,nan,2,31,No
city_78,0.579,nan,No relevent experience,nan,nan,nan,<1,nan,nan,1,163,Yes
city_114,0.926,Male,No relevent experience,Full time course,High School,nan,6,100-500,Public Sector,1,160,No
city_69,0.856,nan,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,2,4,No
city_143,0.74,Male,Has relevent experience,Full time course,High School,nan,<1,nan,nan,1,35,Yes
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,32,Yes
city_84,0.698,Male,No relevent experience,Full time course,High School,nan,1,100-500,Pvt Ltd,never,15,No
city_16,0.91,Male,No relevent experience,no_enrollment,High School,nan,4,nan,nan,2,27,Yes
city_10,0.895,nan,Has relevent experience,Part time course,Masters,STEM,6,10/49,NGO,>4,22,Yes
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,6,nan,nan,1,100,Yes
city_90,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,9,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,151,No
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,28,No
city_152,0.698,Male,No relevent experience,no_enrollment,High School,nan,1,nan,nan,never,73,No
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,165,No
city_10,0.895,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Public Sector,2,26,No
city_21,0.624,nan,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Public Sector,1,95,Yes
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,nan,nan,4,72,Yes
city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,18,No
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,4,170,No
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,nan,nan,never,90,No
city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,132,Yes
city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,65,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,47,No
