Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,target
D,Road,4,1,204,8,low,F,7,5359,No
F,Ship,3,5,193,10,high,M,6,5247,Yes
C,Flight,3,3,136,2,medium,M,10,5749,No
B,Ship,4,2,270,2,high,F,9,5080,Yes
D,Flight,6,4,270,4,low,F,10,1698,No
C,Ship,5,2,188,3,medium,F,50,3992,Yes
F,Ship,5,3,169,4,low,F,4,5683,No
A,Ship,2,5,154,3,medium,F,1,4377,No
B,Ship,4,2,133,4,medium,F,52,1401,Yes
A,Road,6,4,282,4,low,M,6,1580,No
C,Road,4,3,201,4,medium,F,3,4797,No
F,Ship,4,2,179,3,high,F,30,1076,Yes
B,Ship,4,2,198,6,medium,M,5,4659,No
F,Ship,3,2,212,3,medium,F,9,2521,Yes
B,Ship,6,1,147,3,medium,F,5,4012,No
B,Ship,4,5,248,2,medium,M,10,4366,Yes
F,Ship,4,3,164,2,low,M,3,5735,No
C,Flight,5,2,116,5,high,F,56,1130,Yes
F,Road,4,5,153,3,low,M,10,1183,Yes
D,Ship,5,3,252,5,low,M,2,1312,Yes
D,Ship,4,4,260,5,low,F,5,1952,Yes
B,Flight,3,4,184,4,medium,M,2,4052,No
A,Ship,5,2,179,3,low,M,7,5496,No
B,Ship,4,5,226,2,high,M,2,5881,Yes
C,Ship,4,2,233,2,low,M,7,5546,Yes
F,Ship,5,1,248,5,low,M,3,1642,Yes
B,Road,4,1,280,3,medium,M,2,3366,Yes
B,Ship,5,2,231,5,low,F,4,1913,Yes
D,Ship,6,4,275,4,low,F,3,1182,No
F,Ship,2,5,135,6,medium,F,9,5777,Yes
D,Ship,6,3,304,4,low,M,5,1215,Yes
F,Ship,2,4,143,6,medium,F,1,5514,No
A,Ship,4,3,192,3,medium,F,10,4086,Yes
C,Flight,4,5,150,2,low,F,30,1782,Yes
F,Road,3,1,228,2,low,M,45,2257,Yes
B,Ship,5,5,208,2,medium,M,8,5321,No
B,Ship,4,3,210,3,medium,F,6,2568,Yes
B,Ship,4,3,273,4,medium,F,1,4585,No
A,Flight,3,5,245,10,medium,M,8,4909,Yes
A,Ship,2,2,220,3,low,M,1,5289,No
D,Road,3,5,134,3,low,F,10,4693,No
F,Ship,3,4,265,10,low,M,10,4049,No
F,Ship,3,1,250,4,low,F,8,4028,Yes
F,Ship,2,1,166,3,medium,M,6,4280,No
C,Ship,5,3,210,6,low,M,6,4203,Yes
B,Road,4,5,134,10,medium,M,5,4244,No
F,Flight,6,1,247,6,medium,F,6,4691,No
F,Ship,3,4,196,3,medium,M,8,5204,No
A,Ship,4,4,254,5,low,M,2,1573,Yes
A,Ship,5,4,257,2,low,M,55,2257,Yes
F,Ship,3,2,207,2,medium,F,37,2460,Yes
F,Ship,4,4,157,4,low,M,6,4175,No
D,Ship,4,5,169,4,low,F,6,4213,No
A,Ship,7,5,254,4,medium,F,1,1347,No
A,Road,3,4,186,3,medium,M,7,4536,No
B,Ship,3,2,139,3,medium,M,4,5531,No
D,Flight,3,4,156,2,low,M,8,1145,Yes
B,Ship,3,1,165,3,medium,M,61,1313,Yes
B,Ship,4,1,233,6,medium,F,2,5406,No
F,Ship,3,3,162,2,low,F,26,1659,Yes
C,Flight,3,4,150,2,low,F,6,5987,No
D,Ship,4,1,229,4,low,F,3,4352,Yes
F,Road,3,4,168,3,medium,M,5,5183,No
D,Ship,3,3,257,3,low,M,5,4937,Yes
A,Flight,3,4,212,3,medium,F,13,2307,Yes
D,Ship,5,4,263,2,high,F,8,4914,No
D,Road,7,1,269,5,medium,F,5,1402,No
F,Ship,3,2,109,3,low,F,30,1597,Yes
B,Flight,5,2,275,5,low,F,9,5168,Yes
F,Ship,4,1,229,3,medium,F,53,3423,Yes
B,Ship,4,2,263,3,low,F,7,5395,Yes
C,Ship,4,5,254,3,medium,F,3,4404,No
D,Ship,4,3,180,3,medium,M,5,4038,Yes
F,Ship,4,1,166,5,low,F,9,4472,No
C,Ship,7,2,229,3,low,F,43,1793,Yes
A,Road,4,4,204,4,medium,F,35,2513,Yes
F,Ship,6,2,191,5,low,M,1,4314,No
C,Ship,4,1,253,2,low,F,9,4299,No
A,Ship,7,3,278,4,low,F,8,1909,Yes
D,Ship,6,4,157,6,low,F,9,5354,Yes
B,Road,3,5,110,3,medium,M,3,4252,Yes
C,Ship,4,1,246,6,low,F,6,1335,Yes
A,Flight,5,1,303,5,medium,F,9,1203,No
C,Ship,5,4,178,6,medium,M,10,5197,No
D,Ship,5,5,140,3,high,F,7,4799,Yes
B,Ship,3,3,265,3,medium,F,8,5070,No
D,Flight,5,4,307,5,low,M,8,1903,No
C,Ship,3,5,181,4,low,F,1,5812,No
F,Flight,5,4,142,3,low,F,8,5468,Yes
F,Ship,3,3,190,10,medium,M,4,3062,Yes
D,Ship,2,2,221,2,medium,F,3,4500,Yes
A,Ship,3,5,161,2,low,F,8,5021,No
F,Ship,5,4,231,2,medium,F,7,5491,Yes
C,Ship,4,4,238,3,low,F,7,4709,No
D,Road,3,3,183,2,low,M,6,5015,No
C,Ship,4,3,158,3,high,M,1,5089,Yes
C,Ship,4,1,228,3,low,F,53,2021,Yes
D,Ship,4,1,189,2,low,M,10,4646,No
D,Road,3,3,259,3,medium,F,5,4664,No
A,Ship,3,4,148,2,low,M,54,1778,Yes
B,Ship,6,5,294,4,medium,M,10,1628,Yes
B,Ship,4,1,259,3,low,M,39,2427,Yes
A,Ship,3,1,204,3,medium,M,4,5900,Yes
C,Ship,2,3,239,6,medium,M,4,4022,No
C,Road,3,5,189,3,low,F,61,2203,Yes
D,Ship,6,1,255,4,low,M,9,1575,No
C,Ship,3,2,250,4,low,F,3,5449,Yes
B,Ship,5,3,262,5,low,M,7,4157,No
B,Flight,4,1,260,3,medium,M,6,4816,No
F,Ship,3,1,254,2,low,M,56,3463,Yes
C,Ship,2,5,181,5,medium,F,5,1043,No
D,Ship,2,1,252,3,low,F,12,2800,Yes
F,Flight,3,2,150,3,high,M,2,5502,No
F,Road,4,3,147,4,low,F,7,4865,No
D,Ship,6,2,257,4,low,F,4,1929,Yes
D,Ship,3,1,132,2,medium,F,16,1731,Yes
C,Ship,5,5,250,2,medium,M,10,5475,Yes
F,Ship,3,5,251,2,low,M,4,4015,No
F,Road,2,3,201,3,medium,M,5,5733,Yes
A,Road,5,2,192,2,low,M,5,4046,No
F,Ship,3,2,194,3,low,F,3,5779,Yes
D,Ship,3,3,159,4,medium,M,9,4214,No
D,Road,6,3,113,2,medium,F,4,5130,Yes
A,Ship,5,4,231,5,low,M,10,1247,No
A,Ship,6,4,271,4,medium,M,8,1867,No
C,Ship,6,2,283,2,low,F,18,3077,Yes
D,Flight,6,4,264,5,medium,F,7,1220,Yes
F,Road,2,5,147,2,medium,F,8,5499,No
B,Ship,3,3,178,3,high,M,43,1517,Yes
B,Ship,2,4,147,2,medium,M,3,5136,Yes
F,Ship,5,2,280,4,low,M,8,4539,Yes
C,Ship,4,5,244,3,low,F,49,3914,Yes
F,Ship,3,4,186,3,medium,F,4,5501,Yes
A,Ship,3,1,231,3,low,M,1,5392,Yes
C,Road,5,3,256,6,medium,M,3,1441,No
D,Road,4,2,149,6,low,F,6,4904,No
F,Ship,5,3,275,5,low,M,7,1349,No
D,Ship,3,3,267,2,low,F,52,2949,Yes
B,Road,5,3,237,5,medium,F,2,1869,Yes
D,Ship,4,1,258,4,high,F,1,5476,No
D,Ship,3,5,197,3,medium,F,2,4018,Yes
C,Ship,3,5,218,4,low,M,4,5330,No
F,Flight,4,5,137,4,high,M,29,1262,Yes
F,Ship,4,4,223,3,high,F,5,5654,No
B,Ship,3,1,171,3,medium,M,28,1075,Yes
C,Ship,4,2,193,2,medium,F,1,5909,No
C,Ship,5,3,262,5,low,F,8,1493,Yes
D,Ship,5,3,174,6,high,F,41,1085,Yes
D,Ship,3,4,159,2,medium,F,6,4990,Yes
F,Ship,4,2,233,2,low,F,5,4817,No
F,Flight,6,4,253,4,low,F,7,1485,No
D,Road,2,4,183,3,low,F,12,3090,Yes
F,Ship,6,3,245,4,medium,M,3,1772,Yes
D,Ship,3,2,157,2,low,M,29,1115,Yes
C,Road,6,1,235,6,medium,M,3,5591,No
C,Ship,3,3,247,2,high,F,8,4593,Yes
B,Ship,6,4,299,4,low,F,9,1817,No
C,Ship,5,3,169,4,medium,F,37,1290,Yes
C,Ship,5,3,143,3,low,M,6,4761,Yes
D,Road,4,3,236,2,high,M,23,3123,Yes
F,Road,4,5,248,3,low,F,2,5310,Yes
F,Ship,3,1,225,4,low,M,29,3496,Yes
C,Road,3,2,172,2,low,F,9,4532,Yes
F,Flight,4,3,158,3,medium,F,57,1911,Yes
F,Ship,4,4,253,2,medium,F,5,5624,No
C,Ship,4,3,229,2,low,M,6,4226,Yes
F,Road,4,3,209,3,medium,M,7,4104,Yes
F,Flight,2,3,257,4,medium,F,52,2073,Yes
C,Road,6,5,285,4,medium,F,5,1631,Yes
D,Ship,5,1,226,2,low,M,18,2582,Yes
A,Flight,5,5,213,3,medium,M,5,5247,No
F,Ship,4,5,268,3,low,M,17,3085,Yes
D,Flight,6,3,226,3,high,F,4,4604,Yes
C,Flight,3,2,189,2,medium,F,3,4617,No
B,Ship,4,1,201,6,medium,F,8,5529,No
F,Ship,4,2,134,3,low,F,9,4214,Yes
B,Ship,3,2,116,2,low,F,22,1430,Yes
A,Ship,4,5,157,4,low,F,8,4344,Yes
A,Ship,3,5,135,2,low,F,4,5275,Yes
F,Ship,4,2,199,2,medium,F,4,3351,Yes
D,Ship,3,2,206,2,medium,F,28,2822,Yes
F,Ship,4,5,216,2,low,F,8,5767,Yes
B,Ship,4,2,200,3,medium,M,45,2486,Yes
D,Ship,3,5,211,3,medium,M,5,4058,Yes
C,Ship,5,5,234,2,medium,M,44,2548,Yes
C,Ship,4,4,135,10,medium,F,57,1361,Yes
C,Ship,4,3,229,2,medium,M,7,5364,Yes
C,Ship,3,3,253,4,low,M,2,5040,Yes
F,Ship,4,3,104,4,medium,M,3,4548,No
A,Ship,3,2,173,3,high,M,40,1723,Yes
C,Flight,5,2,171,3,high,M,34,1029,Yes
F,Road,3,4,200,2,medium,F,6,4751,Yes
F,Ship,3,5,156,2,low,F,43,1301,Yes
B,Ship,2,4,111,2,high,M,60,1787,Yes
C,Ship,5,1,156,2,low,M,10,5086,No
D,Ship,4,3,144,3,low,M,1,5881,No
A,Flight,4,1,157,5,low,M,10,4871,No
C,Ship,4,5,209,2,low,F,8,4047,No
C,Ship,3,2,134,3,medium,F,54,1932,Yes
F,Flight,5,2,263,3,low,M,9,4699,Yes
C,Flight,3,3,180,7,medium,F,4,5068,Yes
C,Ship,3,1,181,3,medium,M,29,2981,Yes
D,Flight,4,4,156,2,medium,F,7,5938,No
F,Flight,4,5,209,8,medium,F,59,2948,Yes
C,Road,4,4,185,2,medium,F,1,4729,No
B,Ship,4,5,212,4,low,M,21,1014,Yes
F,Ship,6,3,262,4,low,F,5,1563,No
F,Flight,3,1,153,2,medium,F,51,1841,Yes
F,Flight,4,2,220,2,medium,M,5,5864,No
B,Ship,3,3,191,3,low,M,5,2007,Yes
B,Flight,4,1,231,3,medium,M,2,4940,No
F,Flight,7,5,310,4,low,F,5,1975,No
F,Ship,4,2,225,8,low,F,8,5623,No
B,Flight,3,5,271,3,low,F,9,5328,No
F,Ship,3,4,179,2,low,F,2,4931,Yes
A,Ship,4,5,252,2,low,F,9,4157,No
F,Ship,3,5,183,3,low,F,2,3459,Yes
B,Ship,3,1,238,2,medium,F,50,3438,Yes
A,Ship,3,1,165,3,low,M,10,5823,No
C,Flight,3,2,240,8,low,F,9,4908,No
F,Ship,5,1,252,3,medium,M,2,4339,No
B,Ship,4,2,252,3,medium,M,2,5769,No
D,Ship,3,3,227,2,medium,F,24,2749,Yes
F,Road,4,4,164,4,medium,F,1,4365,Yes
F,Ship,3,1,251,3,medium,F,18,2240,Yes
A,Ship,4,5,257,2,medium,M,5,4127,No
F,Ship,6,1,141,3,low,F,2,5144,No
C,Ship,3,5,226,2,medium,F,2,1043,Yes
F,Flight,3,4,238,2,low,M,5,4349,Yes
B,Ship,3,5,262,2,low,F,53,3275,Yes
F,Flight,7,1,308,4,medium,M,5,1705,No
C,Ship,4,3,239,2,medium,F,7,5384,No
F,Ship,3,1,192,3,low,F,9,5004,No
F,Ship,4,4,101,5,low,F,8,4192,No
F,Ship,4,4,184,3,medium,F,2,4124,Yes
A,Ship,3,4,198,2,medium,F,20,2266,Yes
C,Ship,4,3,139,2,high,F,2,4041,Yes
F,Road,4,3,238,2,low,F,1,4051,No
C,Ship,3,1,225,3,medium,M,2,4284,No
C,Ship,3,4,165,2,low,M,48,1706,Yes
F,Flight,5,5,190,4,medium,F,47,3644,Yes
A,Ship,6,4,268,4,medium,M,5,4126,Yes
D,Ship,4,3,189,3,medium,F,4,5613,Yes
B,Ship,5,3,213,2,high,F,27,2581,Yes
F,Ship,4,1,140,3,medium,F,1,1464,Yes
A,Flight,3,2,227,3,medium,M,21,2351,Yes
D,Ship,3,1,165,3,high,F,10,4208,No
A,Ship,3,3,163,3,low,M,5,5638,No
F,Ship,3,4,181,3,low,M,45,2486,Yes
A,Ship,4,5,201,3,low,M,7,4048,No
F,Ship,3,5,234,2,high,M,4,2701,Yes
F,Ship,3,5,271,4,medium,M,1,5852,Yes
B,Flight,5,3,234,3,low,F,6,4632,No
B,Ship,5,2,167,8,low,M,28,1921,Yes
B,Road,4,4,181,3,medium,M,1,5444,No
C,Road,3,4,257,5,medium,M,10,4901,Yes
D,Road,4,3,208,3,medium,F,3,4837,Yes
D,Ship,5,4,264,3,medium,M,10,4025,Yes
D,Ship,4,2,271,3,medium,M,50,3448,Yes
A,Ship,2,4,180,2,low,F,6,5579,No
D,Road,5,3,216,3,medium,F,1,2434,Yes
F,Ship,5,2,248,5,medium,F,9,1973,No
F,Ship,4,2,280,4,low,M,9,5288,Yes
D,Ship,3,2,219,3,medium,M,1,4918,Yes
C,Ship,4,2,201,3,medium,F,39,2066,Yes
D,Ship,6,2,218,6,medium,M,1,4558,Yes
B,Ship,3,5,162,7,medium,F,16,1052,Yes
C,Ship,3,5,260,4,medium,F,8,4162,Yes
F,Ship,3,5,213,2,low,F,39,2857,Yes
C,Ship,5,2,227,5,low,F,3,1242,Yes
F,Road,5,4,264,3,high,M,9,5841,Yes
B,Ship,3,5,248,2,high,M,3,5287,Yes
A,Flight,3,3,217,2,high,F,9,5554,Yes
F,Ship,5,2,196,5,low,M,10,5111,No
F,Road,3,5,147,3,medium,M,5,5357,Yes
C,Flight,5,3,256,2,low,M,3,4456,No
F,Road,4,2,223,5,medium,M,3,1395,Yes
C,Flight,3,4,189,2,medium,M,12,2888,Yes
B,Ship,4,1,233,2,medium,F,60,2671,Yes
F,Road,4,2,262,2,medium,M,3,4090,Yes
F,Ship,3,1,140,3,low,M,6,4488,Yes
A,Ship,4,2,213,3,medium,M,8,5214,Yes
C,Ship,3,4,162,4,medium,M,10,4235,No
B,Ship,3,3,156,7,medium,M,2,5467,No
C,Ship,3,2,268,4,low,M,6,4415,No
F,Ship,5,2,263,2,medium,F,63,1254,Yes
F,Flight,5,4,280,6,medium,F,51,3582,Yes
A,Road,3,1,204,3,high,F,9,5093,No
F,Ship,4,4,159,2,medium,F,6,5221,No
F,Ship,5,5,256,5,medium,M,2,1693,Yes
C,Ship,2,5,156,2,low,M,2,1750,Yes
A,Ship,3,2,198,2,low,M,9,4250,Yes
C,Flight,4,3,208,2,medium,F,1,5826,No
F,Ship,5,5,135,2,low,F,1,4324,Yes
D,Ship,3,1,138,3,medium,F,2,4766,Yes
C,Ship,4,2,212,3,low,M,5,5413,No
A,Road,2,1,188,2,low,M,5,5250,No
C,Ship,2,4,134,3,low,M,58,1067,Yes
F,Road,4,3,256,3,low,F,15,3155,Yes
F,Road,4,2,202,3,low,M,9,4955,No
D,Flight,5,3,154,2,low,M,3,5440,Yes
F,Ship,4,3,262,2,low,M,10,5524,Yes
F,Road,4,1,243,3,high,F,9,4277,No
A,Flight,5,3,241,5,low,F,2,1834,Yes
F,Flight,5,2,265,3,medium,F,33,2734,Yes
F,Ship,5,5,192,3,medium,M,5,4942,Yes
D,Road,3,5,217,3,medium,M,3,5433,No
D,Flight,5,5,169,3,medium,M,2,5942,Yes
F,Flight,4,4,255,6,low,F,9,1322,No
F,Flight,3,5,135,3,low,M,3,4938,No
F,Ship,3,2,164,4,medium,F,10,4560,Yes
C,Flight,5,1,220,3,medium,M,8,5727,Yes
B,Ship,3,4,271,3,low,F,9,4889,Yes
F,Ship,7,4,247,4,low,F,9,1228,No
B,Flight,3,1,203,2,low,M,2,4647,Yes
B,Road,5,4,208,8,medium,F,4,5155,Yes
D,Ship,4,1,266,4,low,M,3,5773,Yes
F,Ship,4,4,162,3,medium,M,41,1104,Yes
F,Ship,3,1,166,3,medium,M,9,4410,No
C,Ship,4,3,183,2,low,F,32,3709,Yes
D,Ship,5,3,264,10,medium,F,34,3441,Yes
C,Road,3,4,150,2,medium,M,64,1777,Yes
F,Flight,2,4,142,3,high,M,2,5700,No
F,Ship,5,1,248,3,low,F,2,4075,No
C,Flight,4,3,142,4,medium,M,12,1396,Yes
C,Ship,4,4,253,5,low,F,2,1709,No
D,Flight,5,5,225,5,low,M,7,1168,No
F,Flight,4,5,232,3,low,F,8,5923,No
D,Ship,5,5,246,3,medium,F,9,4107,No
B,Ship,5,1,224,2,medium,M,4,5063,No
F,Ship,3,4,173,2,low,M,5,4402,No
C,Ship,6,3,292,4,low,M,8,1925,No
B,Ship,3,2,224,2,medium,F,3,4405,No
F,Road,3,4,218,3,medium,F,4,3534,Yes
F,Ship,3,1,102,4,medium,F,4,5936,Yes
F,Flight,3,1,129,3,medium,M,9,5296,Yes
C,Flight,3,5,229,6,medium,M,22,2717,Yes
B,Ship,6,2,254,4,low,F,9,1626,No
C,Ship,3,3,164,3,high,M,8,5170,No
C,Ship,5,4,272,2,low,F,1,5983,Yes
F,Ship,6,5,135,5,low,M,55,1078,Yes
D,Flight,4,3,235,3,low,F,4,5289,Yes
D,Ship,3,3,153,3,low,M,8,5487,No
A,Ship,3,5,166,3,high,F,31,1117,Yes
C,Road,6,2,134,8,high,M,42,1054,Yes
C,Flight,3,1,186,3,medium,F,11,3800,Yes
F,Ship,4,4,176,3,low,F,1,4774,No
D,Ship,4,2,139,3,medium,M,10,4648,No
F,Ship,3,2,132,4,medium,F,3,4512,No
D,Road,4,3,184,3,medium,F,19,2774,Yes
B,Ship,4,5,242,6,low,F,9,1858,No
B,Flight,4,5,192,4,low,F,10,4691,No
F,Flight,5,2,128,5,medium,F,45,1707,Yes
F,Ship,5,3,181,3,high,M,7,5675,Yes
C,Ship,4,4,207,2,medium,F,14,2945,Yes
A,Ship,5,4,255,3,low,F,1,5775,Yes
C,Ship,3,2,243,4,medium,M,4,4410,Yes
B,Ship,4,3,184,3,low,F,5,4712,Yes
F,Ship,3,4,217,3,low,F,5,4883,Yes
B,Road,3,4,221,3,medium,F,1,5391,No
F,Ship,4,3,250,3,high,F,4,5272,Yes
A,Ship,3,5,141,2,low,M,52,1692,Yes
D,Ship,6,5,310,4,medium,F,10,1553,No
A,Ship,2,4,136,6,medium,M,58,1479,Yes
A,Ship,5,4,199,4,medium,M,2,4902,Yes
C,Ship,3,1,140,3,medium,F,65,1291,Yes
B,Flight,5,5,189,3,low,M,7,5717,No
C,Flight,6,3,286,4,medium,F,7,1132,Yes
C,Road,2,5,168,3,low,M,37,1717,Yes
D,Ship,4,5,219,2,high,M,4,4069,Yes
B,Ship,3,1,176,2,medium,F,4,5726,No
B,Flight,4,1,104,7,medium,F,52,1083,Yes
B,Ship,6,2,310,4,medium,F,5,1791,Yes
A,Ship,3,3,154,4,high,F,2,4921,Yes
A,Ship,3,2,133,3,medium,M,1,5026,Yes
F,Ship,3,5,237,4,low,M,28,3903,Yes
F,Ship,4,3,254,5,low,F,3,1248,No
A,Ship,4,3,183,2,medium,F,8,5690,Yes
B,Ship,4,4,245,6,low,F,6,1437,Yes
B,Ship,5,1,129,5,medium,M,35,1458,Yes
C,Ship,2,4,221,3,low,F,3,4076,No
A,Flight,6,2,225,6,low,M,44,2057,Yes
F,Ship,6,3,165,5,medium,M,5,4871,No
C,Road,3,3,178,8,medium,M,8,4774,Yes
A,Flight,6,2,243,4,high,M,2,1665,Yes
D,Ship,4,1,189,2,medium,F,63,3474,Yes
B,Ship,5,2,214,6,low,F,3,3234,Yes
F,Flight,4,3,183,3,low,F,6,5712,Yes
D,Road,3,4,144,3,low,M,56,1496,Yes
F,Ship,6,5,255,4,low,F,9,1197,No
F,Ship,5,1,203,5,medium,M,2,4845,No
C,Ship,4,4,239,5,low,M,6,1986,Yes
F,Road,3,5,286,3,medium,F,12,3817,Yes
A,Ship,3,1,186,3,high,F,1,5694,Yes
F,Road,4,3,241,5,low,F,2,1442,No
B,Road,3,5,166,2,medium,M,6,4523,Yes
B,Ship,6,4,292,4,medium,F,7,1094,Yes
C,Ship,5,1,189,3,medium,M,13,3492,Yes
F,Ship,3,3,261,3,medium,M,14,3479,Yes
D,Ship,6,3,114,4,high,F,10,5865,No
C,Ship,6,5,266,4,medium,F,6,1312,Yes
C,Ship,5,1,189,4,low,F,10,4166,Yes
C,Ship,4,5,201,3,low,F,1,5898,Yes
C,Ship,5,2,272,3,high,M,5,4972,No
F,Road,4,4,177,4,medium,F,32,1774,Yes
B,Ship,5,4,232,5,medium,M,5,1337,No
A,Ship,5,5,218,5,medium,F,7,1692,No
B,Ship,3,2,166,2,medium,M,6,4765,No
F,Ship,4,1,222,3,medium,M,25,2582,Yes
B,Road,3,4,172,10,high,M,9,4883,No
F,Ship,2,4,268,4,low,M,5,4400,Yes
A,Ship,4,1,170,2,medium,F,5,5182,No
F,Ship,3,1,137,3,low,M,47,1611,Yes
A,Road,4,4,128,6,medium,F,3,5459,No
A,Ship,4,4,200,2,low,M,5,5783,No
F,Ship,4,3,248,2,medium,F,10,5211,No
F,Road,3,1,258,2,medium,M,11,2791,Yes
B,Ship,6,1,138,3,low,M,6,1604,No
D,Ship,3,4,202,2,medium,F,6,5030,No
B,Flight,6,2,256,3,medium,M,1,4435,Yes
C,Ship,3,3,150,3,low,M,46,1040,Yes
F,Ship,5,5,244,6,low,F,1,1222,No
C,Road,6,4,286,4,medium,F,5,4262,No
F,Ship,3,3,157,4,medium,F,7,4487,Yes
A,Ship,4,5,266,3,medium,F,2,4867,No
A,Ship,3,4,198,2,low,M,25,2774,Yes
F,Ship,4,2,141,2,medium,M,52,1012,Yes
A,Ship,3,3,140,2,medium,F,30,1547,Yes
F,Ship,7,3,244,4,medium,M,10,1629,No
A,Ship,3,5,224,3,low,M,6,5115,No
B,Road,4,3,232,2,low,M,1,5398,No
A,Road,4,4,249,6,low,F,1,1398,Yes
D,Ship,4,2,180,3,low,M,22,1261,Yes
C,Ship,4,4,272,2,low,M,10,4826,Yes
A,Ship,2,5,166,4,medium,F,3,4638,No
C,Ship,4,3,258,3,low,F,12,2017,Yes
B,Flight,5,3,206,2,medium,M,7,4531,Yes
C,Ship,5,4,178,7,medium,M,52,1824,Yes
C,Road,6,4,294,4,medium,M,5,1174,No
C,Ship,4,3,143,3,medium,F,3,5062,Yes
C,Flight,5,2,232,2,medium,M,24,2174,Yes
C,Ship,5,1,261,3,low,M,25,3494,Yes
F,Flight,3,2,219,6,low,F,9,5263,Yes
D,Ship,3,3,149,4,low,F,2,5282,No
B,Ship,4,1,166,5,low,F,1,5463,Yes
C,Ship,4,5,268,3,low,F,59,2083,Yes
D,Flight,3,3,155,3,medium,F,7,5464,No
D,Ship,3,4,254,2,medium,F,44,3786,Yes
F,Road,6,1,253,4,low,M,10,1962,No
F,Ship,3,1,109,6,low,F,6,5457,Yes
F,Ship,4,2,198,2,low,M,60,3368,Yes
F,Road,5,5,249,4,medium,F,38,2797,Yes
A,Flight,5,2,240,7,medium,F,47,2174,Yes
F,Road,5,3,234,3,low,M,10,5673,No
F,Ship,4,4,136,3,high,F,35,1234,Yes
F,Flight,5,1,282,5,low,M,6,5182,Yes
F,Ship,5,1,229,6,low,M,9,1883,Yes
A,Ship,4,3,296,3,low,M,4,1991,No
F,Flight,4,5,229,4,medium,F,6,4157,No
B,Ship,5,2,244,3,low,M,2,4198,No
A,Ship,3,3,175,3,high,F,55,1229,Yes
F,Ship,3,1,155,3,low,F,9,5539,No
D,Road,4,1,264,4,low,F,6,4863,No
A,Road,3,1,201,2,medium,F,4,4857,Yes
F,Flight,3,4,239,8,high,M,4,4192,No
D,Flight,5,5,182,3,low,F,9,5388,No
C,Ship,4,1,272,2,low,M,1,5666,No
B,Ship,3,4,238,2,medium,M,3,4930,No
A,Ship,4,1,151,3,low,F,4,5610,Yes
A,Road,4,3,246,6,low,F,10,1176,No
D,Ship,7,1,276,4,low,F,9,1519,Yes
C,Ship,4,2,265,3,low,F,41,3498,Yes
F,Flight,4,3,143,2,high,M,39,1727,Yes
F,Ship,4,4,200,4,low,F,3,5583,Yes
F,Ship,5,3,265,2,low,F,4,4641,Yes
F,Road,4,1,161,3,medium,M,3,4590,No
C,Ship,3,4,212,3,medium,F,3,4811,No
F,Ship,2,1,252,2,low,M,35,2526,Yes
C,Ship,4,2,216,4,medium,M,3,4887,Yes
F,Ship,4,5,157,3,low,M,20,1487,Yes
A,Road,2,2,149,4,medium,M,7,4598,No
A,Flight,6,3,245,4,low,M,2,1158,Yes
F,Flight,5,4,281,3,low,F,10,5675,No
C,Flight,4,3,181,3,low,M,4,4399,Yes
F,Ship,5,5,262,2,medium,F,62,3744,Yes
A,Flight,4,5,161,3,low,F,5,4732,No
F,Flight,3,1,187,2,low,F,8,4292,Yes
A,Road,4,5,204,3,medium,F,4,5476,No
F,Road,3,4,164,3,low,M,5,1408,Yes
F,Ship,5,5,231,7,high,M,6,5755,No
A,Ship,5,4,200,3,medium,M,24,2078,Yes
C,Ship,4,4,205,3,low,F,58,2522,Yes
A,Ship,3,3,163,2,medium,F,48,1369,Yes
F,Road,6,1,174,10,medium,F,1,5784,Yes
D,Road,6,5,253,4,low,M,2,1893,Yes
F,Road,5,4,236,5,medium,F,2,1664,Yes
B,Ship,4,4,196,3,low,F,11,3244,Yes
F,Flight,4,5,187,2,low,M,6,4316,Yes
F,Ship,4,1,212,2,medium,M,4,4969,No
D,Ship,4,3,207,5,high,F,6,4145,No
A,Ship,4,3,221,2,low,F,6,4114,Yes
D,Flight,3,2,257,2,medium,F,1,4132,Yes
B,Flight,4,2,273,5,medium,F,6,2126,Yes
B,Ship,4,5,172,4,medium,M,8,5900,Yes
F,Ship,4,1,235,5,low,M,9,1821,Yes
C,Ship,2,4,194,6,medium,F,39,3770,Yes
C,Road,4,4,196,5,high,F,7,4622,No
F,Ship,6,5,167,2,low,M,10,4013,Yes
C,Ship,3,2,154,2,high,F,4,1009,Yes
F,Ship,2,4,159,2,low,F,17,1686,Yes
A,Ship,3,1,185,4,low,F,35,3648,Yes
B,Ship,5,5,245,5,low,M,10,1289,Yes
F,Ship,3,3,271,2,low,F,8,4444,Yes
F,Ship,7,4,302,5,medium,M,7,1503,Yes
F,Road,4,1,178,3,medium,F,63,1573,Yes
B,Ship,3,4,134,3,medium,F,31,1540,Yes
A,Road,4,4,235,3,low,F,17,3715,Yes
F,Ship,3,4,170,3,low,M,5,4716,Yes
C,Ship,3,5,195,3,medium,F,47,2439,Yes
F,Ship,6,3,170,4,low,M,1,4912,No
F,Ship,3,4,134,3,low,F,9,4436,No
B,Flight,3,4,217,2,medium,F,9,5450,No
B,Ship,3,3,151,6,low,F,6,4279,No
F,Road,3,5,234,2,medium,F,8,5241,Yes
